Time,Station,Wharf
06:00,Circular Quay,CQ1
06:20,Mosman,Mos1
06:50,Circular Quay,CQ5
06:30,Circular Quay,CQ1
06:50,Mosman,Mos1
07:20,Circular Quay,CQ1
07:00,Circular Quay,CQ1
07:20,Mosman,Mos1
07:50,Circular Quay,CQ1
07:30,Circular Quay,CQ1
07:50,Mosman,Mos1
08:20,Circular Quay,CQ4
08:00,Circular Quay,CQ1
08:20,Mosman,Mos1
08:50,Circular Quay,CQ1
08:30,Circular Quay,CQ1
08:50,Mosman,Mos1
09:20,Circular Quay,CQ1
09:00,Circular Quay,CQ1
09:20,Mosman,Mos1
09:50,Circular Quay,CQ1
09:30,Circular Quay,CQ1
09:50,Mosman,Mos1
10:20,Circular Quay,CQ3
10:00,Circular Quay,CQ1
10:20,Mosman,Mos1
10:50,Circular Quay,CQ3
