Time,Station,Wharf
05:55,Circular Quay,CQ1
06:08,Rose Bay,RB1
06:31,Circular Quay,CQ5
06:15,Circular Quay,CQ1
06:28,Rose Bay,RB1
06:51,Circular Quay,CQ1
06:35,Circular Quay,CQ1
06:48,Rose Bay,RB1
07:11,Circular Quay,CQ1
06:55,Circular Quay,CQ1
07:08,Rose Bay,RB1
07:31,Circular Quay,CQ1
07:15,Circular Quay,CQ1
07:28,Rose Bay,RB1
07:51,Circular Quay,CQ4
07:35,Circular Quay,CQ1
07:48,Rose Bay,RB1
08:11,Circular Quay,CQ1
07:55,Circular Quay,CQ1
08:08,Rose Bay,RB1
08:31,Circular Quay,CQ1
08:15,Circular Quay,CQ1
08:28,Rose Bay,RB1
08:51,Circular Quay,CQ1
08:35,Circular Quay,CQ1
08:48,Rose Bay,RB1
09:11,Circular Quay,CQ1
08:55,Circular Quay,CQ1
09:08,Rose Bay,RB1
09:31,Circular Quay,CQ4
