Time,Station,Wharf
06:10,Circular Quay,CQ1
06:28,Double Bay,DB1
06:56,Circular Quay,CQ1
06:40,Circular Quay,CQ1
06:58,Double Bay,DB1
07:26,Circular Quay,CQ1
07:10,Circular Quay,CQ1
07:28,Double Bay,DB1
07:56,Circular Quay,CQ1
07:40,Circular Quay,CQ1
07:58,Double Bay,DB1
08:26,Circular Quay,CQ1
08:10,Circular Quay,CQ1
08:28,Double Bay,DB1
08:56,Circular Quay,CQ1
08:40,Circular Quay,CQ1
08:58,Double Bay,DB1
09:26,Circular Quay,CQ1
09:10,Circular Quay,CQ1
09:28,Double Bay,DB1
09:56,Circular Quay,CQ1
09:40,Circular Quay,CQ1
09:58,Double Bay,DB1
10:26,Circular Quay,CQ1
10:10,Circular Quay,CQ1
10:28,Double Bay,DB1
10:56,Circular Quay,CQ5
