Vessel,Task,Wharf,Time
FF7,Crew pause,CQ5,05:30-05:35
FF7,Crew pause,CQ5,05:35-05:40
10M,Waiting,CQ5,05:40-05:45
10M,Waiting,CQ5,05:45-05:50
RR10,Waiting,CQ5,05:45-05:50
EC2,Waiting,CQ5,05:50-05:55
RR4,Crew pause,CQ5,05:55-06:00
EC4,Waiting,CQ5,06:00-06:05
RR4,Crew pause,CQ5,06:00-06:05
RR9,Crew pause,CQ5,06:05-06:10
FF1,Waiting,CQ5,06:10-06:15
RR9,Crew pause,CQ5,06:10-06:15
RR12,Crew pause,CQ5,06:25-06:30
RR12,Crew pause,CQ5,06:30-06:35
FF5,9,CQ5,06:35-06:40
RR4,Waiting,CQ5,06:35-06:40
RR1,Waiting,CQ5,06:40-06:45
FF5,9,CQ5,06:40-06:45
FF5,9,CQ5,06:45-06:50
FF2,Crew pause,CQ5,06:45-06:50
FF2,Crew pause,CQ5,06:50-06:55
RR11,17,CQ5,06:55-07:00
RR11,17,CQ5,07:00-07:05
RR10,Waiting,CQ5,07:00-07:05
RR3,Waiting,CQ5,07:05-07:10
RR11,17,CQ5,07:05-07:10
RR12,9,CQ5,07:10-07:15
RR12,9,CQ5,07:15-07:20
RR12,9,CQ5,07:20-07:25
FF5,8,CQ5,07:30-07:35
FF5,8,CQ5,07:35-07:40
RR7,Waiting,CQ5,07:40-07:45
RR4,Waiting,CQ5,07:40-07:45
RR4,Waiting,CQ5,07:45-07:50
FF3,Waiting,CQ5,07:50-07:55
EC5,8,CQ5,07:55-08:00
EC5,8,CQ5,08:00-08:05
FF5,11,CQ5,08:10-08:15
FF5,11,CQ5,08:15-08:20
FF5,11,CQ5,08:20-08:25
EC3,9,CQ5,08:20-08:25
EC3,9,CQ5,08:25-08:30
EC3,9,CQ5,08:30-08:35
EC5,Waiting,CQ5,08:40-08:45
EC2,15,CQ5,08:45-08:50
EC2,15,CQ5,08:50-08:55
RR8,Waiting,CQ5,09:00-09:05
RR11,Waiting,CQ5,09:05-09:10
FF1,Crew pause,CQ5,09:05-09:10
24M,6,CQ5,09:10-09:15
FF1,Crew pause,CQ5,09:10-09:15
24M,6,CQ5,09:15-09:20
RR2,Waiting,CQ5,09:15-09:20
EC4,Waiting,CQ5,09:20-09:25
FF2,4,CQ5,09:30-09:35
FF2,4,CQ5,09:35-09:40
FF2,4,CQ5,09:40-09:45
FF4,Crew pause,CQ5,09:45-09:50
EC3,Crew pause,CQ5,09:45-09:50
EC3,Crew pause,CQ5,09:50-09:55
FF4,Crew pause,CQ5,09:50-09:55
RR12,Waiting,CQ5,10:00-10:05
RR5,Waiting,CQ5,10:05-10:10
EC1,4,CQ5,10:05-10:10
EC1,4,CQ5,10:10-10:15
EC1,4,CQ5,10:15-10:20
EC4,Waiting,CQ5,10:30-10:35
RR7,Crew pause,CQ5,10:35-10:40
EC5,4,CQ5,10:40-10:45
RR7,Crew pause,CQ5,10:40-10:45
EC5,4,CQ5,10:45-10:50
FF1,Crew pause,CQ5,10:45-10:50
EC5,4,CQ5,10:50-10:55
FF1,Crew pause,CQ5,10:50-10:55
EC5,Waiting,CQ5,10:55-11:00
FF1,Waiting,CQ5,10:55-11:00
EC5,Waiting,CQ5,11:00-11:05
FF1,Waiting,CQ5,11:00-11:05
FF7,Crew pause,CQ5,11:05-11:10
FF8,Crew pause,CQ5,11:05-11:10
FF8,Crew pause,CQ5,11:10-11:15
FF7,Crew pause,CQ5,11:10-11:15
EC4,4,CQ5,11:15-11:20
EC3,Crew pause,CQ5,11:15-11:20
EC4,4,CQ5,11:20-11:25
EC3,Crew pause,CQ5,11:20-11:25
EC4,4,CQ5,11:25-11:30
